coverage_anchors,coverage_twostep,coverage_relative_%
25,44,76.0
48,30,-37.5
83,36,-56.62650602409639
53,31,-41.509433962264154
26,35,34.61538461538461
56,37,-33.92857142857143
49,30,-38.775510204081634
89,27,-69.66292134831461
44,38,-13.636363636363635
51,29,-43.13725490196079
35,35,0.0
48,37,-22.916666666666664
49,25,-48.97959183673469
40,38,-5.0
56,32,-42.857142857142854
50,27,-46.0
48,24,-50.0
91,27,-70.32967032967034
52,39,-25.0
32,33,3.125
50,33,-34.0
23,35,52.17391304347826
70,31,-55.714285714285715
72,31,-56.94444444444444
92,30,-67.3913043478261
52,36,-30.76923076923077
88,30,-65.9090909090909
45,38,-15.555555555555555
65,29,-55.38461538461539
71,40,-43.66197183098591
11,33,200.0
46,37,-19.565217391304348
48,31,-35.41666666666667
15,35,133.33333333333331
43,33,-23.25581395348837
53,36,-32.075471698113205
58,35,-39.6551724137931
79,39,-50.63291139240506
48,26,-45.83333333333333
42,39,-7.142857142857142
49,49,0.0
46,26,-43.47826086956522
56,20,-64.28571428571429
23,35,52.17391304347826
50,35,-30.0
44,32,-27.27272727272727
93,24,-74.19354838709677
71,29,-59.154929577464785
45,28,-37.77777777777778
57,12,-78.94736842105263
54,34,-37.03703703703704
42,29,-30.952380952380953
52,30,-42.30769230769231
70,30,-57.14285714285714
52,40,-23.076923076923077
57,36,-36.84210526315789
59,24,-59.32203389830508
93,29,-68.81720430107528
93,35,-62.365591397849464
60,32,-46.666666666666664
22,31,40.909090909090914
55,37,-32.72727272727273
47,29,-38.297872340425535
41,37,-9.75609756097561
52,32,-38.46153846153847
12,40,233.33333333333334
46,28,-39.130434782608695
57,26,-54.385964912280706
9,21,133.33333333333331
27,40,48.148148148148145
48,27,-43.75
50,27,-46.0
49,39,-20.408163265306122
50,29,-42.0
13,36,176.9230769230769
52,37,-28.846153846153843
44,26,-40.909090909090914
53,30,-43.39622641509434
16,26,62.5
51,36,-29.411764705882355
71,34,-52.112676056338024
79,27,-65.82278481012658
6,28,366.66666666666663
53,21,-60.37735849056604
88,22,-75.0
49,29,-40.816326530612244
48,39,-18.75
70,32,-54.285714285714285
66,26,-60.60606060606061
51,32,-37.254901960784316
47,37,-21.27659574468085
54,28,-48.148148148148145
51,38,-25.49019607843137
53,32,-39.62264150943396
52,35,-32.69230769230769
53,36,-32.075471698113205
50,32,-36.0
27,30,11.11111111111111
31,34,9.67741935483871
51,33,-35.294117647058826
49,27,-44.89795918367347
57,23,-59.64912280701754
58,31,-46.55172413793103
93,30,-67.74193548387096
59,31,-47.45762711864407
47,35,-25.53191489361702
47,30,-36.17021276595745
55,29,-47.27272727272727
51,37,-27.450980392156865
77,32,-58.44155844155844
10,27,170.0
51,27,-47.05882352941176
45,34,-24.444444444444443
8,27,237.5
8,35,337.5
45,28,-37.77777777777778
45,21,-53.333333333333336
53,38,-28.30188679245283
87,30,-65.51724137931035
51,36,-29.411764705882355
46,29,-36.95652173913043
42,39,-7.142857142857142
47,33,-29.78723404255319
69,30,-56.52173913043478
51,35,-31.372549019607842
46,19,-58.69565217391305
81,35,-56.79012345679012
57,32,-43.859649122807014
48,29,-39.58333333333333
48,22,-54.166666666666664
46,31,-32.608695652173914
48,38,-20.833333333333336
48,32,-33.33333333333333
50,28,-44.0
51,30,-41.17647058823529
82,37,-54.87804878048781
75,33,-56.00000000000001
75,34,-54.666666666666664
52,27,-48.07692307692308
